iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues..y.n..;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly.transmitted.AVPs;Deletions;Substitutions;Insertions;PA.CO;PA.PA;PA.FA;PA.IC;X.constraints.left.in.agenda;numGoalChanges;indices.of.provided.restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel.used..1.simple..2.abstract..3.concrete.;barge.in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization
25;19;70;0;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;6;;evening;friday;italian;expensive;neutral;evening ;sunday ;italian ;expensive ;;11;0;0;accept ;1;hor ;hor ;cui20 ;prx5 prx6 prx7 prx8 ;;evening;neutral;italian;neutral;neutral
25;20;70;0;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Art der Küche.  ;request;field;foodtype ;field ;closed;1;28;1;foodtype ;field ;1;0;0;0;1;0;0;0;0;6;;evening;friday;italian;expensive;neutral;evening ;sunday ;italian ;expensive ;;11;0;0;provide ;3;hor ;hor ;cui20 ;prx5 prx6 prx7 prx8 ;;evening;neutral;italian;neutral;neutral
25;21;70;0;5;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Italienische Küche.  ;indicateValues;foodtype;italian ;foodtype ;choice;1;16;1;italian ;foodtype ;1;0;0;0;1;0;0;0;0;6;;evening;friday;italian;expensive;neutral;evening ;sunday ;italian ;expensive ;;11;0;0;provide ;2;hor ;hor ;cui20 ;prx5 prx6 prx7 prx8 ;;evening;neutral;italian;neutral;neutral
25;22;70;0;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Yo. Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;7;;neutral;friday;italian;expensive;neutral;evening ;sunday ;italian ;expensive ;;11;0;0;accept ;2;hor ;hor ;cui20 ;prx5 prx6 prx7 prx8 ;;evening;neutral;italian;neutral;neutral
25;23;70;0;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Tageszeit.  ;request;field;time ;field ;closed;1;28;1;;;0;1;0;0;0;0;1;0;0;7;;neutral;friday;italian;expensive;neutral;evening ;sunday ;italian ;expensive ;;11;0;0;provide ;1;hor ;hor ;cui20 ;prx5 prx6 prx7 prx8 ;;evening;neutral;italian;neutral;neutral
25;24;70;0;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;7;;neutral;friday;italian;expensive;neutral;evening ;sunday ;italian ;expensive ;;11;0;0;accept ;1;hor ;hor ;cui20 ;prx5 prx6 prx7 prx8 ;;evening;neutral;italian;neutral;neutral
25;25;70;0;5;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Tageszeit.  ;request;field;time ;field ;closed;1;28;1;;;0;1;0;0;0;0;1;0;0;7;;neutral;friday;italian;expensive;neutral;evening ;sunday ;italian ;expensive ;;11;0;0;provide ;1;hor ;hor ;cui20 ;prx5 prx6 prx7 prx8 ;;evening;neutral;italian;neutral;neutral
25;26;70;0;5;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Nein.  ;offerModification;logical;no ;logical ;choice;0;13;1;no ;logical ;1;0;0;0;1;0;0;0;0;7;;neutral;friday;italian;expensive;neutral;evening ;sunday ;italian ;expensive ;;11;0;0;neglect ;1;hor ;hor ;cui20 ;prx5 prx6 prx7 prx8 ;;evening;neutral;italian;neutral;neutral
25;27;70;0;5;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;7;;neutral;friday;italian;expensive;neutral;evening ;sunday ;italian ;expensive ;;11;NA;0;;0;hor ;hor ;cui20 ;prx5 prx6 prx7 prx8 ;;evening;neutral;italian;neutral;neutral
31;1;60;1;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ja ich möchte gerne Ente essen gehen.  ;request;ALL;poultry ;foodtype ;open;1;41;1;yes ;logical ;0;1;0;1;0;0;0;1;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;7;;;;;;neutral;neutral;poultry;neutral;neutral
31;2;60;1;1;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne Ente essen.  ;indicateValues;field;poultry ;foodtype ;open;1;33;1;yes choice ;logical action ;0;1;0;2;0;0;0;1;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;5;;hor ;;;;neutral;neutral;poultry;neutral;neutral
31;3;60;1;1;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Hm. Dann möchte ich gerne Ente essen.  ;indicateValues;field;poultry ;foodtype ;open;1;33;1;yes choice ;logical action ;0;1;0;2;0;0;0;1;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;7;;hor ;;;;neutral;neutral;poultry;neutral;neutral
31;4;60;1;1;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Das geht nicht. Ähm ja, weiss ich nicht. Chinesisch Ente essen. Da geht gar nix mehr.  ;indicateValues;field;chinese poultry ;foodtype foodtype ;open;1;33;2;sunday poultry iberian yes no ;date foodtype foodtype logical logical ;1;0;1;3;0;0;0;1;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;2;0;0;provide ;16;;hor ;;;;neutral;neutral;poultry;neutral;neutral
31;5;60;1;1;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;Chinesisch.  ;repetitionRequest;foodtype;chinese ;foodtype ;closed;0;9;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;poultry;neutral;neutral;;sunday ;poultry iberian ;;;2;0;0;provide ;1;;neutral ;cui11 cui23 ;;;neutral;neutral;poultry;neutral;neutral
31;6;60;1;1;Wiederholen Sie bitte die Art der Küche.;Ente.  ;repetitionRequest;foodtype;poultry ;foodtype ;closed;0;7;1;;;0;1;0;0;0;0;1;0;0;0;;neutral;neutral;poultry;neutral;neutral;;sunday ;chinese poultry iberian ;;;2;0;0;provide ;1;;neutral ;cui35 ;;;neutral;neutral;poultry;neutral;neutral
31;7;60;1;1;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;0;1;;midday;neutral;poultry;neutral;neutral;;sunday ;poultry iberian chinese ;;;3;0;0;provide ;1;;hor ;cui35 ;;;neutral;neutral;poultry;neutral;neutral
31;8;60;1;1;Sie möchten also mittags essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;midday;neutral;poultry;neutral;neutral;midday ;sunday ;poultry iberian chinese ;;;3;0;0;affirm ;1;hor ;hor ;cui35 ;;;neutral;neutral;poultry;neutral;neutral
31;9;60;1;1;Wieviel möchten Sie ungefähr pro Person ausgeben?;Nicht so viel.  ;request;price;cheap ;price ;closed;0;7;1;cheap ;price ;1;0;0;0;1;0;0;0;0;2;;midday;neutral;poultry;cheap;neutral;midday ;sunday ;poultry iberian chinese ;;;4;0;0;provide ;3;hor ;hor ;cui35 ;;;neutral;neutral;poultry;neutral;neutral
31;10;60;1;1;Sie möchten also in der unteren Preisklasse essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;0;2;;midday;neutral;poultry;cheap;neutral;midday ;sunday ;poultry iberian chinese ;cheap ;;4;0;0;affirm ;1;hor ;hor ;cui35 ;prx1 prx2 prx3 ;;neutral;neutral;poultry;neutral;neutral
31;11;60;1;1;In welchem Stadtteil möchten Sie essen gehen?;In Hamme.  ;request;localization;hamme ;localization ;closed;0;7;1;hamme ;localization ;1;0;0;0;1;0;0;0;0;3;;midday;neutral;poultry;cheap;hamme;midday ;sunday ;poultry iberian chinese ;cheap ;;5;0;0;provide ;2;hor ;hor ;cui35 ;prx1 prx2 prx3 ;;neutral;neutral;poultry;neutral;neutral
31;12;60;1;1;Sie möchten also in Hamme oder Hofstede essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;0;3;;midday;neutral;poultry;cheap;hamme;midday ;sunday ;poultry iberian chinese ;cheap ;hamme ;5;0;0;affirm ;1;hor ;hor ;cui35 ;prx1 prx2 prx3 ;loc15 ;neutral;neutral;poultry;neutral;neutral
31;13;60;1;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;1;4;;midday;neutral;poultry;cheap;weitmar;midday ;sunday ;poultry iberian chinese ;cheap ;hamme ;5;0;0;accept ;1;hor ;hor ;cui35 ;prx1 prx2 prx3 ;loc15 ;neutral;neutral;poultry;neutral;neutral
31;14;60;1;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Dann möchte ich gerne in Weitmar essen.  ;request;field;weitmar ;localization ;closed;1;28;1;week yes neutral ;date logical logical ;0;1;0;3;0;0;0;1;0;4;;midday;neutral;poultry;cheap;weitmar;midday ;sunday ;poultry iberian chinese ;cheap ;hamme ;6;0;0;provide ;7;hor ;hor ;cui35 ;prx1 prx2 prx3 ;loc15 ;neutral;neutral;poultry;neutral;neutral
31;15;60;1;1;Könnten Sie bitte den gewünschten Wochentag wiederholen?;Sonntag.  ;repetitionRequest;date;sunday ;date ;closed;0;7;1;sunday ;date ;1;0;0;0;1;0;0;0;0;5;;midday;sunday;poultry;cheap;weitmar;midday ;week sunday ;poultry iberian chinese ;cheap ;hamme ;7;0;0;provide ;1;hor ;hor01 hor02 hor3 hor4 hor5 hor6 hor7 hor8 hor9 hor10 hor11 hor12 hor13 hor14 hor15 ;cui35 ;prx1 prx2 prx3 ;loc15 ;neutral;neutral;poultry;neutral;neutral
31;16;60;1;1;Sie möchten also Sonntag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;5;;midday;sunday;poultry;cheap;weitmar;midday ;sunday week ;poultry iberian chinese ;cheap ;hamme ;7;0;0;affirm ;1;;;cui35 ;prx1 prx2 prx3 ;loc15 ;neutral;neutral;poultry;neutral;neutral
31;17;60;1;1;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes time ;logical field ;1;0;0;1;0;0;0;1;0;5;;midday;sunday;poultry;cheap;langendreer;midday ;sunday ;poultry iberian chinese ;cheap ;hamme ;7;0;0;accept ;1;;hor ;cui35 ;prx1 prx2 prx3 ;loc15 ;neutral;neutral;poultry;neutral;neutral
31;18;60;1;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Dann möchte ich gerne in Bochum Werne essen gehen.  ;request;field;langendreer ;localization ;closed;1;28;1;langendreer yes ;localization logical ;1;0;0;1;0;0;0;1;0;6;;midday;sunday;poultry;cheap;langendreer;midday ;sunday ;poultry iberian chinese ;cheap ;hamme ;8;0;0;provide ;9;;hor ;cui35 ;prx1 prx2 prx3 ;loc15 ;neutral;neutral;poultry;neutral;neutral
31;19;60;1;1;Wiederholen Sie bitte den Ort des Restaurants.;Werne.  ;repetitionRequest;localization;langendreer ;localization ;closed;0;7;1;langendreer ;localization ;1;0;0;0;1;0;0;0;0;6;;midday;sunday;poultry;cheap;langendreer;midday ;sunday ;poultry iberian chinese ;cheap ;langendreer hamme ;8;0;0;provide ;1;;hor ;cui35 ;prx1 prx2 prx3 ;loc5 ;neutral;neutral;poultry;neutral;neutral
31;20;60;1;1;Sie möchten also in Langendreer oder Werne essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;9;1;yes ;logical ;1;0;0;0;1;0;0;0;0;6;;midday;sunday;poultry;cheap;langendreer;midday ;sunday ;poultry iberian chinese ;cheap ;langendreer hamme ;8;0;0;affirm ;1;hor ;hor ;cui35 ;prx1 prx2 prx3 ;loc5 ;neutral;neutral;poultry;neutral;neutral
31;21;60;1;1;Hier ist das passende Restaurant auf Ihre Anfrage.  {Uri                      Werner Hellweg 465} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;25;0;;;NA;NA;NA;NA;NA;NA;NA;NA;0;6;94;midday;sunday;poultry;cheap;langendreer;midday ;sunday ;poultry iberian chinese ;cheap ;langendreer ;8;NA;0;;0;hor ;hor ;cui35 ;prx1 prx2 prx3 ;loc5 ;neutral;neutral;poultry;neutral;neutral
38;1;80;1;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Art des Restaurants.  ;request;ALL;foodtype ;field ;open;1;41;1;foodtype ;field ;1;0;0;0;1;0;0;0;4;0;;midday;neutral;chinese;expensive;centre;;;;;;1;0;0;provide ;3;;;;;;midday;neutral;chinese;expensive;centre
38;2;80;1;3;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesische Küche.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;foodtype ;field ;0;1;0;1;0;0;0;1;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;2;;;;;;midday;neutral;chinese;expensive;centre
38;3;80;1;3;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesische Küche.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;foodtype ;field ;0;1;0;1;0;0;0;1;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;2;;;;;;midday;neutral;chinese;expensive;centre
38;4;80;1;3;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesisch.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;1;;;;;;midday;neutral;chinese;expensive;centre
38;5;80;1;3;Sie möchten also chinesisch essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;3;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;2;0;0;affirm ;1;;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre
38;6;80;1;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;0;0;provide ;1;;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre
38;7;80;1;3;Sie möchten also mittags essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;midday ;;chinese ;;;3;0;0;affirm ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre
38;8;80;1;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Heute.  ;request;date;sunday ;date ;closed;0;8;1;sunday ;date ;1;0;0;0;1;0;0;0;2;1;;midday;sunday;chinese;expensive;centre;midday ;;chinese ;;;4;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre
38;9;80;1;3;Sie möchten also Sonntag essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;2;1;;midday;sunday;chinese;expensive;centre;midday ;sunday ;chinese ;;;4;0;0;affirm ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre
38;10;80;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;20 Euro.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;2;;midday;sunday;chinese;average;centre;midday ;sunday ;chinese ;;;5;0;0;provide ;2;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre
38;11;80;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;20.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;2;;midday;sunday;chinese;average;centre;midday ;sunday ;chinese ;;;5;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre
38;12;80;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;20.  ;request;price;average ;price ;closed;0;7;1;;;0;1;0;0;0;0;1;0;1;2;;midday;sunday;chinese;average;centre;midday ;sunday ;chinese ;;;5;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre
38;13;80;1;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Geh kaputt. 20 Euro.  ;request;price;average ;price ;closed;0;7;1;average ;price ;1;0;0;0;1;0;0;0;1;2;;midday;sunday;chinese;average;centre;midday ;sunday ;chinese ;;;5;0;0;provide ;4;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre
